height_cm,weight_kg,age,hometown,sport,classification,program
172.7,,55,"Green Bay, WI",Wheelchair Curling;Sitting Volleyball,,Paralympian
170.2,,,"San Diego, CA",Sitting Volleyball,,Paralympian
182.9,,29,"Germantown, TN",Triathlon,,Olympian
157.5,,27,"Cheney, WA",Para Track and Field,,Paralympian
200.7,,45,"Philadelphia, PA",,,Team USA
180.3,,37,"Bellingham, WA",Track and Field,,Olympian
172.7,,36,"Park City, UT",Ski Jumping,,Olympian
170.2,,36,"Los Angeles, CA",Figure Skating,,Olympian
172.7,,35,"Pittsburgh, PA",Tennis,,Olympian
147.3,,37,"Perrysburg, OH",,,Team USA
172.7,,39,"Putney, VT",Rowing,,Team USA
188.0,,25,"Waitsfield, VT",Alpine Skiing,,Team USA
180.3,,41,"Fergus Falls, MN",Curling,,Team USA
172.7,,22,"Chicago, IL",,,Team USA
142.2,,21,"San Diego, CA",Karate,,Team USA
152.4,,33,"Newport Beach, CA",Cycling,,Olympian
165.1,,,Puerto Rico,,,Olympian
175.3,,28,"Eagle Lake, FL",Softball,,Team USA
162.6,,37,"Lakeside, CA",Baseball,,Team USA
180.3,,31,"Birmingham, AL",Volleyball,,Team USA
152.4,,51,"Bonney Lake, WA",Weightlifting,,Olympian
152.4,,52,Denver,,,Olympian
175.3,,35,"Santa Barbara, Calif.",Surfing,,Team USA
170.2,,19,"Solon, OH",Diving,,Team USA
170.2,,35,Oklahoma City,Wrestling,,Team USA
165.1,,27,"Kent, WA",Para Track and Field,,Paralympian
172.7,,24,"Buchanan, MI",Cycling,,Olympian
182.9,,28,"Hampton, GA",Track and Field,,Olympian
175.3,,44,Park City,,,Olympian
167.6,,,,,,Team USA
188.0,,37,"Oklahoma City, OK",Track and Field,,Olympian
170.2,,44,"Morris, AL",Para Track and Field,,Paralympian
180.3,,42,"Eugene, OR",Para Track and Field,,Paralympian
190.5,,26,"Lexington, KY",,,Team USA
185.4,,,"Rolling Meadows, IL",Cycling,,Team USA
180.3,,35,"Hernando, MS",Track and Field,,Olympian
180.3,,41,"Tuscaloosa, AL",Baseball,,Olympian
195.6,,42,Beebe,,,Olympian
193.0,,44,"Georgetown, KY",Bobsled,,Olympian
180.3,,40,Phoenix,,,Olympian
175.3,,30,"Chesapeake, VA",Track and Field,,Olympian
188.0,,29,"Arlington, MA",Soccer,,Olympian
177.8,,32,"Edmond, Okla.",Track and Field,,Team USA
172.7,,24,"St. Louis, Mo., MO",Track and Field,,Team USA
190.5,,27,Wiesbaden,Team Handball,,Team USA
170.2,,25,Albertville,,,Team USA
162.6,,42,,,,Olympian
162.6,,37,"Sauk Village, IL",Karate,,Team USA
190.5,,35,"Houston, TX",Track and Field,,Team USA
188.0,,33,"Bartlett, IL",Volleyball,,Olympian
160.0,,36,"East Troy, WI",Sailing,,Olympian
185.4,,44,Stratford,Track and Field,,Olympian
177.8,,25,"Leyden, MA",Curling,,Olympian
175.3,,41,"Florissant, MO",Track and Field,,Olympian
142.2,,,Levittown,Karate,,Team USA
177.8,,23,"Newport Beach, CA",Soccer,,Olympian
160.0,,26,"Orlando, FL",,,Team USA
149.9,,24,Bakersfield,Taekwondo,,Team USA
172.7,,26,Miami,,,Team USA
182.9,,56,"Miami, Fla.",Sailing,,Olympian
167.6,,21,"Rancho Cucamonga, CA",,,Team USA
149.9,,,Miami,,,Team USA
165.1,,40,Miami,Para Swimming,,Paralympian
170.2,,25,"New York, NY",Rugby,,Olympian
165.1,,27,New Britain,,,Team USA
172.7,,24,"San Ramon, CA",Softball,,Team USA
165.1,,53,"Prescott Valley, AZ",Para-Cycling,,Paralympian
167.6,,32,"Pleasanton, CA",,,Team USA
165.1,,29,"Chino Hills, CA",,,Team USA
172.7,,38,"Vienna, VA",Ice Hockey,,Olympian
170.2,,34,"Burnt Hills, NY",Track and Field,,Olympian
203.2,,31,"Westwoods, CA",Water Polo,,Olympian
175.3,,,,,,Olympian
185.4,,29,"Lisbon Falls, ME",,,Paralympian
175.3,,29,"Houston, TX",Track and Field,,Olympian
177.8,,,"Chattanooga, TN",Karate,,Team USA
91.4,,29,"Springfield, VA",Para Track and Field,,Team USA
177.8,,38,Huntington Beach,,,Olympian
170.2,,30,"Apopka, FL",Weightlifting,,Olympian
188.0,,52,"Santa Barbara, CA",Volleyball,,Olympian
182.9,,54,"Chisholm, MN",Curling,,Olympian
172.7,,28,"Northbrook, IL",Gymnastics,,Olympian
167.6,,,"Northbrook, IL",Gymnastics,,Team USA
172.7,,25,"McKinney, TX",,,Team USA
190.5,,,"Papillion, NE",,,Olympian
190.5,,,"Papillion, Nebraska",,,Olympian
165.1,,34,"Miami, FL",Track and Field,,Olympian
154.9,,38,"Rancho Cucamonga, Calif. , CA",Para-Cycling,,Team USA
188.0,,53,Williamsburg,Ice Hockey,,Olympian
175.3,,45,"Portland, OR",Sled Hockey,,Paralympian
170.2,,57,"Miami, FL",Para-Rowing,,Paralympian
175.3,,27,"Mount Airy, MD",Para Track and Field,,Paralympian
165.1,,32,Murrieta,Softball,,Team USA
167.6,,29,"Temecula, CA",Softball,,Olympian
182.9,,31,"Arden Hills, MN",,,Team USA
154.9,,37,"Granby, CO",Para Nordic Skiing,,Paralympian
175.3,,43,"Beaverton, OR",Track and Field,,Team USA
157.5,,43,Woodhaven,,,Olympian
205.7,,43,"Wheaton, IL",Volleyball,,Olympian
165.1,,28,"Andover, MN",Ice Hockey,,Olympian
170.2,,28,"Sault Ste. Marie, MI",Ice Hockey,,Olympian
182.9,,24,"Saylorsburg, PA",Karate,,Team USA
172.7,,36,"New York City, NY",Breaking,,Team USA
147.3,,25,"Ellenton, FL",Figure Skating,,Olympian
170.2,,20,"Newport Beach, CA",Diving,,Team USA
198.1,,,"Fond du Lac, WI",,,Olympian
190.5,,45,"Redondo Beach, CA",Volleyball,,Olympian
175.3,,43,"Costa Mesa, CA",Beach Volleyball,,Olympian
167.6,,37,"New York, NY",Fencing,,Olympian
195.6,,33,"Washington, D.C., WA",Canoe/Kayak,,Team USA
170.2,,37,"Bend, OR",Alpine Skiing,,Olympian
182.9,,25,,,,Olympian
175.3,,36,"Pocatello, ID",Team Handball,,Team USA
188.0,,33,"Carlsbad, CA",Volleyball,,Team USA
157.5,,43,Miami,,,Olympian
165.1,,37,"McFarland, WI",Curling,,Olympian
165.1,,40,"Salt Lake City, UT",Para Snowboarding,,Paralympian
167.6,,34,"Reno, NV",Rugby,,Olympian
165.1,,41,"San Francisco, CA",Track and Field,,Olympian
167.6,,30,"Douglassville, TX",Para Track and Field,,Team USA
193.0,,44,Fort Myers,,,Olympian
96.5,,27,"Northlake, IL",Sled Hockey,,Paralympian
162.6,,26,"Boise, ID",Freestyle Skiing,,Team USA
175.3,,,Oslo,Biathlon,,Team USA
172.7,,48,Champaign,Wheelchair Basketball,,Paralympian
177.8,,31,"Allegany, NY",Para Swimming,,Paralympian
175.3,,37,"Manlius, NY",Gymnastics,,Team USA
175.3,,46,Harper Woods,Ice Hockey,,Olympian
195.6,,38,"Pittsford, NY",Rowing,,Olympian
193.0,,30,"Cochranville, PA",Swimming,,Olympian
170.2,,57,"Santa Maria, CA",Track and Field;Para Track and Field,,Olympian
180.3,,39,"Portland, OR",Track and Field,,Olympian
180.3,,,,Wrestling,,Team USA
175.3,,28,"Indianapolis, IN",,,Team USA
193.0,,26,"West Bend, WI",Rowing,,Olympian
182.9,,29,"West Bend, WI",Rowing,,Olympian
205.7,,32,"Loomis, CA",Volleyball,,Team USA
165.1,,50,Winston Salem,,,Team USA
205.7,,32,"Ellicott City, MD",Volleyball,,Olympian
172.7,,30,"Wayne, NJ",Fencing,,Olympian
185.4,,,,,,Team USA
190.5,,33,"Chattanooga, TN",Swimming,,Olympian
188.0,,29,"San Francisco, CA",Baseball,,Olympian
188.0,,30,"Huntersville, NC",Baseball,,Olympian
175.3,,,"Kutztown, PA",Swimming,,Team USA
162.6,,35,"San Diego, CA",Wheelchair Basketball,,Paralympian
177.8,,48,"Pine City, MN",Wheelchair Tennis,,Paralympian
160.0,,18,"Las Vegas, NV",Artistic Swimming,,Team USA
172.7,,42,Novi,,,Olympian
175.3,,53,"Cooper City, FL",,,Team USA
177.8,,44,Lexington,,,Olympian
172.7,,57,Lodi,Curling,,Olympian
162.6,,34,"Fairfax, VA",Track and Field,,Team USA
170.2,,,,Wrestling,,Team USA
175.3,,37,"El Paso, TX",,,Team USA
195.6,,32,"South Pasadena, CA",Volleyball,,Team USA
182.9,,46,"Richland, WA",Softball,,Team USA
170.2,,25,Las Vegas,,,Team USA
175.3,,23,"Broadview Heights, OH",Curling,,Team USA
160.0,,48,Bethlehem,,,Olympian
165.1,,38,Grand Island,,,Paralympian
170.2,,33,,Wrestling,,Team USA
167.6,,31,Fresno,,,Team USA
175.3,,24,"Redondo Beach, CA",Taekwondo,,Team USA
160.0,,27,"Massapequa, NY",Para Taekwondo,,Paralympian
198.1,,49,"League City, TX",Volleyball,,Olympian
185.4,,29,"Methuen, MA",Rowing,,Olympian
167.6,,,Idyllwild,,,Team USA
172.7,,41,"White Bear Lake, MN",Curling,,Team USA
177.8,,24,"Edmore, ND",Curling,,Team USA
193.0,,34,"Villa Park, CA",Water Polo,,Olympian
195.6,,27,"Franklin, Mass.",Basketball,,Team USA
162.6,,35,Novi,,,Olympian
190.5,,28,"Huntington Beach, CA",Basketball,,Team USA
190.5,,26,"Voorhees, NJ",Ice Hockey,,Team USA
193.0,,25,"Rye, NY",Ice Hockey,,Team USA
175.3,,34,"Oakland, CA",Wheelchair Basketball,,Paralympian
185.4,,50,"San Diego, CA",Para-Cycling,,Paralympian
162.6,,27,"Monrovia, CA",Soccer,,Team USA
167.6,,43,"Lake Forest, CA",Swimming,,Olympian
193.0,,30,"Huntington Beach, CA",Volleyball,,Team USA
193.0,,34,"Corona, CA",Volleyball,,Olympian
177.8,,25,"McLean, VA",Softball,,Team USA
175.3,,29,Columbus,,,Team USA
172.7,,32,"Magnolia, TX",Softball,,Team USA
177.8,,35,Homestead,Wrestling,,Team USA
188.0,,23,"Whitefish, MT",Ice Hockey,,Olympian
182.9,,51,"San Antonio, TX",Shooting,,Olympian
188.0,,34,"Gallatin, TN",Tennis,,Olympian
152.4,,,Ypsilanti,,,Olympian
190.5,,38,"Wilmington, NC",Ice Hockey,,Olympian
160.0,,27,"Steamboat Springs, CO",Ski Jumping,,Team USA
182.9,,27,"Charlotte, NC",Para Swimming,,Team USA
157.5,,20,"Gilbert, AZ",Artistic Swimming,,Team USA
170.2,,22,"Kenilworth, NJ",,,Team USA
167.6,,31,"Fairfield , CT",Speedskating;Short Track Speedskating,,Olympian
180.3,,24,"Waldorf, MD",Para Swimming,,Paralympian
162.6,,38,"Craftsbury, VT",Cross-Country Skiing,,Olympian
162.6,,29,"Grayslake, IL",Weightlifting,,Olympian
157.5,,34,"Windsor, Connecticut, CT",Sitting Volleyball,,Paralympian
198.1,,34,"Manhattan Beach, CA",Volleyball,,Team USA
170.2,,40,"St. Louis, MO",Soccer,,Olympian
165.1,,29,"Charleston, SC",Track and Field,,Olympian
167.6,,,,Track and Field,,Team USA
180.3,,26,"Scottsdale, AZ",Ice Hockey,,Olympian
172.7,,31,"Buffalo, NY",Ice Hockey,,Olympian
190.5,,32,"Jacksonville, FL",Track and Field,,Olympian
165.1,,34,"Tekoa, WA",Para Track and Field,,Paralympian
165.1,,28,Hartsdale,Boxing,,Olympian
177.8,,47,"Lakewood, CO",Wheelchair Rugby,,Paralympian
177.8,,45,Bremerton,,,Olympian
185.4,,26,"Malibu, CA",Skateboarding,,Olympian
149.9,,32,"Steamboat Springs, CO",Snowboarding,,Olympian
188.0,,37,"Edmond, OK",Sitting Volleyball,,Paralympian
162.6,,,,,,Paralympian
177.8,,32,"San Diego, CA",Golf,,Olympian
170.2,,37,"Buffalo, N.Y.",Sled Hockey,,Paralympian
190.5,,29,"Ridgewood, NJ",Golf,,Olympian
185.4,,44,"Seattle, WA",Para-Cycling,,Paralympian
170.2,,35,"Woburn, MA",Shooting,,Olympian
177.8,,34,"North Canton, OH",Team Handball,,Olympian
177.8,,27,"Michigan City, IN",Para Track and Field,,Team USA
170.2,,24,"Statesville, NC",Sitting Volleyball,,Paralympian
182.9,,43,"Lake Wales, FL",Sitting Volleyball,,Paralympian
170.2,,25,"Sarasota, Fla.",Sailing,,Team USA
147.3,,27,"Huntersville, NC",Gymnastics,,Team USA
170.2,,28,"Pittsford, NY",Freestyle Skiing,,Olympian
162.6,,47,Vail,,,Olympian
180.3,,37,"Moorestown, NJ",Rowing,,Olympian
167.6,,,"Erdenheim, PA",Swimming,,Team USA
172.7,,22,"Stillwater, MN",Para Swimming,,Paralympian
185.4,,35,"Canton, MI",Swimming,,Olympian
193.0,,,"Cincinnati, OH",Swimming,,Team USA
175.3,,43,"Ord, NE",Wheelchair Basketball,,Paralympian
165.1,,34,"Sanford, ME",Track and Field,,Olympian
157.5,,27,"Tucson, AZ",Diving,,Olympian
160.0,,40,Draper,,,Olympian
185.4,,33,"Appleton, WI",Biathlon,,Olympian
175.3,,31,Heemstede,,,Olympian
185.4,,,Round Rock,,,Team USA
188.0,,33,"Roswell, NM",Modern Pentathlon,,Olympian
182.9,,32,Roswell,,,Team USA
193.0,,,Sebring,,,Team USA
195.6,,32,"Westfield, IN",Rugby,,Olympian
172.7,,24,"Andover, MA",Artistic Swimming,,Olympian
177.8,,38,"Carlisle, PA",,,Paralympian
160.0,,49,"Homewood, AL",Para-Cycling,,Paralympian
182.9,,52,Ogden,,,Olympian
190.5,,25,"St. Charles, MO",Soccer,,Olympian
154.9,,27,"Fayetteville, AR",Diving,,Team USA
177.8,,44,"Kimball, MN",Para Snowboarding,,Paralympian
162.6,,41,"Richfield, MN",Curling,,Olympian
190.5,,29,Cologne,Team Handball,,Team USA
180.3,,27,Aachen,Team Handball,,Team USA
185.4,,30,"San Clemente, Calif.",Surfing,,Team USA
172.7,,57,"Thousand Oaks, CA",Equestrian,,Olympian
193.0,,38,"Norfolk, NE",Track and Field,,Team USA
154.9,,45,"Dane, WI",Wheelchair Basketball,,Paralympian
165.1,,48,Osage,Wrestling,,Olympian
165.1,,40,"Aspen, CO",Para Alpine Skiing,,Paralympian
162.6,,35,"Ocala, FL",,,Olympian
177.8,,41,New York City,,,Team USA
162.6,,29,"Urbandale, IA",Track and Field,,Olympian
188.0,,26,"Santa Monica, Calif., CA",Volleyball,,Team USA
188.0,,,"Baton Rouge, LA",,,Olympian
177.8,,33,Cape Girardeau,Para Swimming,,Paralympian
170.2,,41,"Detroit, MI",Wheelchair Basketball,,Paralympian
185.4,,25,"Albertville, MN",Ice Hockey,,Olympian
188.0,,34,"Apopka, FL",Track and Field,,Olympian
177.8,,60,San Diego,Table Tennis,,Paralympian
182.9,,36,"Richardson, TX",Karate,,Olympian
172.7,,40,,Wrestling,,Olympian
157.5,,37,Springfield,,,Olympian
170.2,,33,"Kirkland, WA",Sailing,,Olympian
165.1,,39,"Folsom, CA",Rowing,,Olympian
160.0,,28,"Herriman, UT",Rugby,,Olympian
162.6,,37,"Glendale, AZ",Paratriathlon,,Paralympian
170.2,,68,Averill Park,,,Paralympian
180.3,,27,"Chicago, IL",Karate,,Team USA
160.0,,29,"Coteau, LA",Para Powerlifting,,Paralympian
185.4,,65,Del Mar,Equestrian,,Olympian
162.6,,31,"Boston, MA",Track and Field,,Olympian
182.9,,35,"Walnut Creek, CA",Water Polo,,Olympian
198.1,,,"Thousand Oaks, CA",Volleyball,,Team USA
198.1,,56,"Deland, FL",Sitting Volleyball,,Paralympian
190.5,,39,San Luis Obispo,,,Olympian
170.2,,35,"Shavertown, PA",Field Hockey,,Olympian
180.3,,,"Minnetonka, MN",,,Olympian
182.9,,29,"McLean, VA",Swimming,,Olympian
177.8,,48,Woodbury,,,Olympian
182.9,,29,"Atlanta, GA",Track and Field,,Olympian
160.0,,33,"Los Angeles, CA",Baseball,,Team USA
182.9,,26,"Canton, MI",Ice Hockey,,Olympian
167.6,,22,"Tulsa, OK",Taekwondo,,Team USA
177.8,,39,"Philadelphia, PA",Para Track and Field,,Paralympian
160.0,,22,"Irvine, CA",Taekwondo,,Team USA
160.0,,19,"Irvine, CA",,,Team USA
175.3,,58,"St. Petersburg, FL",Para-Cycling,,Paralympian
162.6,,38,"Westbury, NY",Wheelchair Basketball,,Paralympian
188.0,,57,"Caro, MI",Para Track and Field,,Paralympian
188.0,,35,"Las Vegas, NV",Baseball,,Team USA
185.4,,34,"San Diego, CA",Para Swimming,,Team USA
172.7,,27,"Steamboat Springs, CO",Alpine Skiing,,Team USA
129.5,,26,"Bend, OR",Para Swimming,,Team USA
165.1,,52,"Tucson, AZ",,,Paralympian
177.8,,44,Colorado Springs,,,Team USA
175.3,,28,"Brooklyn, NY",Gymnastics,,Olympian
182.9,,21,"Shaker Heights, OH",Speedskating,,Team USA
180.3,,25,"Colorado Springs, CO",Shooting,,Olympian
162.6,,36,"Moosic , PA",Field Hockey,,Olympian
162.6,,23,"Westborough, MA",Artistic Swimming,,Team USA
175.3,,48,"Boulder, CO",Para-Cycling,,Team USA
182.9,,34,"Tucson, AZ",Cycling,,Olympian
137.2,,30,"Mt. Airy, MD",Para Swimming,,Paralympian
91.4,,36,"Merritt Island, FL",Sled Hockey,,Paralympian
167.6,,21,"Frisco, TX",Soccer,,Olympian
203.2,,32,"Woodside, CA",Volleyball,,Team USA
172.7,,42,"Castaic, CA",Para Snowboarding,,Paralympian
167.6,,36,"Wilmette, IL",Sailing,,Olympian
182.9,,24,"Pittsford, NY",Cycling,,Olympian
162.6,,57,"Naples, FL",Shooting,,Olympian
167.6,,25,"Southlake, TX",Para Swimming,,Team USA
157.5,,17,"New Canaan, CT",Artistic Swimming,,Team USA
154.9,,19,"Cresskill, NJ",Artistic Swimming,,Team USA
167.6,,23,"Carthage, MO",Para Swimming,,Paralympian
172.7,,21,"West Yellowstone, MT",,,Team USA
198.1,,50,"Bay City, MI",Para-Cycling,,Paralympian
172.7,,34,"Fort Washington, PA",Luge,,Olympian
182.9,,,"Rockville, MD",Canoe/Kayak,,Team USA
162.6,,37,Queens,,,Olympian
170.2,,26,"Moore, OK",Softball,,Team USA
177.8,,31,"Evergreen, CO",Shooting,,Team USA
172.7,,47,"Phoenix, AZ",Shooting,,Olympian
162.6,,24,Fruit Heights,,,Team USA
160.0,,31,"Ann Arbor, MI",Figure Skating,,Olympian
182.9,,35,"Ann Arbor, MI",Figure Skating,,Olympian
175.3,,31,"Flint, MI",Boxing,,Olympian
193.0,,34,"Huntington Beach, CA",Swimming,,Olympian
162.6,,29,"Waseca, MN",Sitting Volleyball,,Paralympian
170.2,,31,"Edwards, CO",Alpine Skiing,,Olympian
152.4,,28,"Rockville, MD",,,Team USA
182.9,,33,Valencia,,,Team USA
175.3,,23,"Plantation, FL",Taekwondo,,Team USA
177.8,,43,"Sudbury, MA",Triathlon,,Olympian
190.5,,38,"Honolulu, HI",Volleyball,,Olympian
182.9,,36,"Honolulu, HI",Volleyball,,Olympian
185.4,,33,"Denver, CO",Ice Hockey,,Olympian
172.7,,,,,,Olympian
185.4,,35,"Orange County, CA",Badminton,,Olympian
195.6,,32,"Johnsonburg, Pa. , PA",Track and Field,,Olympian
182.9,,43,"Superior, WI",Curling,,Olympian
167.6,,45,"Westminster, CO",Soccer,,Paralympian
160.0,,38,"Clifton, NJ",Para-Rowing,,Paralympian
180.3,,43,"Silverthorne, CO",Para Snowboarding,,Paralympian
157.5,,36,"Champaign, IL",Para Track and Field,,Paralympian
167.6,,25,"Laguna Niguel, CA",Softball,,Team USA
188.0,,24,"Glen Ellyn, IL",,,Team USA
170.2,,36,"Carmel, CA",Freestyle Skiing,,Olympian
165.1,,27,"Knoxville, TN",Diving,,Team USA
172.7,,34,"Waco, TX",Track and Field,,Team USA
160.0,,23,"Tampa, FL",Artistic Swimming,,Team USA
154.9,,64,"Snowflake, AZ",Shooting,,Olympian
180.3,,40,,,,Olympian
190.5,,30,Baltimore,Para Swimming,,Paralympian
160.0,,20,"Oceanside, CA",Surfing,,Olympian
182.9,,37,"San Diego, CA",Rowing,,Olympian
182.9,,35,"Rocklin, CA",Track and Field,,Olympian
167.6,,21,"Plymouth, MI",Ice Hockey,,Olympian
160.0,,21,"Renton, WA",,,Team USA
162.6,,36,Las Vegas,Speedskating,,Team USA
162.6,,,"San Diego, CA",Karate,,Team USA
157.5,,55,"Wayne, NJ",Judo,,Paralympian
170.2,,22,"Palm Harbor, FL",Taekwondo,,Team USA
137.2,,12,"Bakersfield, CA",Taekwondo,,Team USA
165.1,,39,"Oviedo, FL",Track and Field,,Olympian
190.5,,,"Colorado Springs, Colo.",,,Olympian
177.8,,36,"Atlanta, GA",Goalball,,Paralympian
172.7,,28,"Edina, MN",Para Swimming,,Paralympian
177.8,,25,"Montgomery, TX",Swimming,,Olympian
175.3,,39,"Irmo, SC",Para Track and Field,,Paralympian
170.2,,,,Track and Field,,Team USA
177.8,,27,"Medfield, MA",Curling,,Olympian
170.2,,,Logan,,,Team USA
167.6,,,"Dallas, Texas",,,Team USA
157.5,,34,"Milwaukee, WI",Track and Field,,Olympian
157.5,,26,"Marietta, GA",Gymnastics,,Team USA
167.6,,32,"Rockville, MD",Ice Hockey,,Olympian
195.6,,42,"Sammamish, WA",Para Track and Field,,Paralympian
152.4,,29,"Gilbert, AZ",Gymnastics,,Olympian
185.4,,27,"Katy, TX",Volleyball,,Olympian
185.4,,23,"Middlefield, CT",Speedskating,,Team USA
193.0,,26,Düsseldorf,Team Handball,,Team USA
185.4,,29,"Albuquerque, NM",Para Track and Field,,Paralympian
177.8,,41,"Spring Valley, CA",Para Track and Field,,Paralympian
182.9,,43,"Lapeer, MI",Ice Hockey,,Olympian
190.5,,32,"Erie, CO",Ice Hockey,,Olympian
203.2,,41,"Andover, MN",Volleyball,,Team USA
193.0,,21,"Addison, IL",Soccer,,Olympian
154.9,,,,,,Team USA
167.6,,27,"Lineboro, MD",Swimming,,Team USA
177.8,,23,"Morrisville, N.C.",Track and Field,,Team USA
172.7,,36,"Rockville, MD",Team Handball,,Team USA
175.3,,,"Miami, FL",Swimming,,Team USA
182.9,,38,Palo Alto,,,Olympian
180.3,,,Gainesville,,,Olympian
177.8,,27,"Huntersville, NC",Canoe/Kayak,,Team USA
188.0,,,"Mesquite, TX",Sitting Volleyball,,Paralympian
193.0,,43,"Coronado, CA",Water Polo,,Olympian
177.8,,51,"Menifee, Calif.",Equestrian,,Team USA
175.3,,32,"Williston Park, NY",Para-Rowing,,Paralympian
170.2,,24,"Lakeville, MN",Swimming,,Olympian
167.6,,,Julesburg,,,Olympian
175.3,,42,San Diego,,,Olympian
149.9,,22,Omaha,,,Team USA
167.6,,42,Lake Placid,,,Team USA
188.0,,42,Kansas,,,Olympian
175.3,,31,"Pittsburgh, PA",Swimming,,Olympian
185.4,,29,"Dover, VT",Freestyle Skiing,,Olympian
165.1,,33,"Washington, D.C., WA",Para-Rowing,,Paralympian
193.0,,34,"Lancaster, Penn.",Rowing,,Team USA
162.6,,29,"Muncie, IN",Para Swimming,,Paralympian
188.0,,44,Destrehan,,,Olympian
177.8,,58,Califon,,,Olympian
190.5,,68,"Santa Monica, CA",Volleyball,,Olympian
195.6,,25,"Ridgefield, CT",Swimming,,Olympian
154.9,,,,,,Olympian
162.6,,57,Glendora,,,Olympian
205.7,,31,"Denver, CO",Swimming,,Olympian
180.3,,27,"Louisville, KY",Swimming,,Olympian
180.3,,25,"Murrysville, PA",,,Team USA
170.2,,73,"San Francisco, CA",Sailing,,Paralympian
200.7,,40,"Saugus, CA",Volleyball,,Olympian
185.4,,27,"Hudson, FL",Ice Hockey,,Olympian
165.1,,,,,,Team USA
185.4,,40,Basalt,,,Olympian
190.5,,,,,,Team USA
142.2,,23,"Rockford, MI",Para Swimming,,Team USA
170.2,,24,"Keller, TX",Shooting,,Olympian
154.9,,20,"Boise, ID",Cross-Country Skiing,,Olympian
180.3,,22,"Rancho Cucamonga, CA",,,Team USA
167.6,,84,Oklahoma City,,,Olympian
188.0,,48,South Bend,Canoe/Kayak,,Olympian
180.3,,32,"Charlotte, NC",Canoe/Kayak,,Olympian
188.0,,31,"Chicago, IL",Swimming,,Olympian
162.6,,61,Bryan,,,Olympian
170.2,,26,"Chino Hills, CA",Softball,,Team USA
157.5,,25,Nokesville,,,Team USA
170.2,,39,"Wenatchee, WA",Baseball,,Olympian
175.3,,42,"Baltimore, MD",Para Swimming,,Paralympian
182.9,,42,Louisville,,,Olympian
175.3,,42,"St. Petersburg, FL",Triathlon,,Paralympian
175.3,,23,"Reston, VA",Speedskating,,Team USA
162.6,,26,"Killington, VT",Freestyle Skiing,,Olympian
180.3,,50,"Littleton, CO",Curling,,Team USA
160.0,,29,"Sea Cliff, N.Y.",Squash,,Team USA
172.7,,32,"Sea Cliff, N.Y.",Squash,,Team USA
190.5,,33,"Kansas City, KS",Tennis,,Olympian
162.6,,21,"Miami, FL",Karate,,Team USA
154.9,,33,"Tuscaloosa, AL",Wheelchair Basketball,,Paralympian
175.3,,44,"Richland, WA",Soccer,,Olympian
170.2,,21,"Levittown, NY",,,Team USA
172.7,,25,"Houston, TX",Sailing,,Team USA
165.1,,23,"Long Beach, CA",Diving,,Team USA
170.2,,32,"Marietta, GA",Soccer,,Olympian
167.6,,,Ft. Collins,,,Olympian
175.3,,29,"Laurel, MD",Bobsled,,Olympian
188.0,,19,"Anchorage, AK",,,Team USA
182.9,,45,"Kerrville, TX",Para Nordic Skiing,,Paralympian
177.8,,47,Anchorage,,,Olympian
185.4,,37,Austin,,,Olympian
172.7,,26,"Huntington Beach, Calif., CA",Volleyball,,Team USA
170.2,,30,"Rancho Cucamonga, CA",Softball,,Olympian
188.0,,37,"Wyantskill, NY",Fencing,,Olympian
190.5,,33,Wynantskill,,,Team USA
188.0,,41,Fayetteville,Track and Field,,Olympian
149.9,,38,Lenox,,,Olympian
177.8,,32,"Indianapolis, IN",Track and Field,,Olympian
175.3,,,"Barrington, IL",,,Olympian
175.3,,45,"Abilene, TX",Para Snowboarding,,Paralympian
177.8,,29,"Phoenix, AZ",Volleyball,,Olympian
167.6,,42,Burke,,,Olympian
124.5,,,Croton,,,Paralympian
167.6,,34,"Colts Neck, NJ",Equestrian,,Olympian
185.4,,45,Costa Mesa,Canoe/Kayak,,Team USA
175.3,,23,"Auburn, CA",Canoe/Kayak,,Team USA
200.7,,35,New York City,Team Handball,,Team USA
175.3,,43,Winter Park,,,Olympian
167.6,,56,"Cleveland, OH",,,Team USA
165.1,,38,"Brooklyn Heights, OH",Ice Hockey,,Olympian
147.3,,52,Ann Arbor,,,Paralympian
177.8,,23,"Blaine, MN",Swimming,,Team USA
203.2,,31,"Chambersburg, PA",Volleyball,,Olympian
190.5,,,"Denver, TX",,,Olympian
172.7,,30,"Indianapolis, IN",Cycling,,Olympian
180.3,,25,"Kewaunee, WI",Softball,,Team USA
205.7,,48,"Honolulu, HI",Volleyball,,Olympian
185.4,,31,"Oakland Township, MI",Para Alpine Skiing,,Paralympian
157.5,,61,"Buffalo, N.Y.",Sailing,,Olympian
162.6,,24,"White Lake, MI",Track and Field,,Olympian
193.0,,33,"Gardner, KS",Baseball,,Olympian
180.3,,33,"Anchorage, AK",Snowboarding,,Olympian
172.7,,25,"Miami, FL",Sailing,,Olympian
177.8,,45,"Albany, NY",Canoe/Kayak,,Team USA
175.3,,37,"Palm Bay, FL",Para Powerlifting,,Paralympian
182.9,,32,"Roseville, MN",Ice Hockey,,Olympian
175.3,,22,"Santa Clara, CA",Artistic Swimming,,Team USA
172.7,,32,"Danville, CA",Water Polo,,Olympian
165.1,,41,Stamford,,,Paralympian
175.3,,26,Mesa,,,Olympian
175.3,,28,"Mapleton, MN",Curling,,Team USA
